Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2015-01-01 00:00:00+05:30,803.4000244140625,814.7000122070312,798.4000244140625,812.0,764.6310424804688,819116,INDUSINDBK.NS
2015-01-02 00:00:00+05:30,816.0,823.3499755859375,812.0,815.9000244140625,768.3035278320312,640249,INDUSINDBK.NS
2015-01-05 00:00:00+05:30,818.0,821.7999877929688,812.0499877929688,819.0999755859375,771.3168334960938,336910,INDUSINDBK.NS
2015-01-06 00:00:00+05:30,816.0,816.0,792.3499755859375,798.4000244140625,751.824462890625,485801,INDUSINDBK.NS
2015-01-07 00:00:00+05:30,800.0999755859375,805.5,786.5499877929688,791.9500122070312,745.7506713867188,737973,INDUSINDBK.NS
2015-01-08 00:00:00+05:30,800.0,804.5,788.4500122070312,798.7000122070312,752.1068725585938,623621,INDUSINDBK.NS
2015-01-09 00:00:00+05:30,804.0,810.7999877929688,791.5499877929688,802.0,755.21435546875,544145,INDUSINDBK.NS
2015-01-12 00:00:00+05:30,804.9500122070312,839.2000122070312,797.0,829.4500122070312,781.06298828125,896776,INDUSINDBK.NS
2015-01-13 00:00:00+05:30,845.0,849.1500244140625,820.0499877929688,825.5,777.3435668945312,3264664,INDUSINDBK.NS
2015-01-14 00:00:00+05:30,831.7000122070312,832.9000244140625,811.0999755859375,816.6500244140625,769.0098266601562,1238612,INDUSINDBK.NS
2015-01-15 00:00:00+05:30,840.5,849.0,825.0,830.3499755859375,781.9104614257812,1493767,INDUSINDBK.NS
2015-01-16 00:00:00+05:30,831.7000122070312,837.8499755859375,813.2999877929688,831.8499755859375,783.3230590820312,1160723,INDUSINDBK.NS
2015-01-19 00:00:00+05:30,835.0,837.7999877929688,827.0,829.1500244140625,780.7805786132812,612731,INDUSINDBK.NS
2015-01-20 00:00:00+05:30,830.0,844.5,822.5999755859375,840.4500122070312,791.4212646484375,1318766,INDUSINDBK.NS
2015-01-21 00:00:00+05:30,845.0,859.5,839.4500122070312,842.5499877929688,793.3987426757812,1462665,INDUSINDBK.NS
2015-01-22 00:00:00+05:30,838.5,851.7999877929688,837.5999755859375,846.25,796.883056640625,553285,INDUSINDBK.NS
2015-01-23 00:00:00+05:30,853.0,863.9500122070312,851.0,857.3499755859375,807.33544921875,1179588,INDUSINDBK.NS
2015-01-27 00:00:00+05:30,857.0,870.0,851.4000244140625,863.25,812.8912353515625,840924,INDUSINDBK.NS
2015-01-28 00:00:00+05:30,859.9500122070312,880.0,858.2000122070312,868.75,818.0703735351562,925540,INDUSINDBK.NS
2015-01-29 00:00:00+05:30,863.5,878.9500122070312,862.9500122070312,876.0499877929688,824.9445190429688,687051,INDUSINDBK.NS
2015-01-30 00:00:00+05:30,877.0,884.7999877929688,866.25,870.2000122070312,819.4358520507812,888368,INDUSINDBK.NS
2015-02-02 00:00:00+05:30,865.0999755859375,877.8499755859375,856.0999755859375,874.5499877929688,823.5321044921875,666544,INDUSINDBK.NS
2015-02-03 00:00:00+05:30,876.5999755859375,889.7999877929688,857.25,861.3499755859375,811.1021118164062,1013403,INDUSINDBK.NS
2015-02-04 00:00:00+05:30,864.5999755859375,872.2999877929688,851.25,863.2999877929688,812.9383544921875,907333,INDUSINDBK.NS
2015-02-05 00:00:00+05:30,861.9000244140625,883.3499755859375,851.0,865.4000244140625,814.9158935546875,704581,INDUSINDBK.NS
2015-02-06 00:00:00+05:30,863.7999877929688,868.2999877929688,840.5,845.2999877929688,795.9883422851562,465226,INDUSINDBK.NS
2015-02-09 00:00:00+05:30,838.75,838.75,820.5,825.1500244140625,777.0138549804688,573650,INDUSINDBK.NS
2015-02-10 00:00:00+05:30,815.7000122070312,851.9500122070312,815.7000122070312,840.7999877929688,791.7507934570312,1050019,INDUSINDBK.NS
2015-02-11 00:00:00+05:30,844.0,863.2000122070312,844.0,855.5,805.5933837890625,787344,INDUSINDBK.NS
2015-02-12 00:00:00+05:30,857.9000244140625,874.9500122070312,846.5999755859375,869.9500122070312,819.2003784179688,507508,INDUSINDBK.NS
2015-02-13 00:00:00+05:30,872.9000244140625,877.6500244140625,863.9500122070312,875.3499755859375,824.2853393554688,700753,INDUSINDBK.NS
2015-02-16 00:00:00+05:30,872.5,879.2999877929688,855.0,862.9000244140625,812.561767578125,420397,INDUSINDBK.NS
2015-02-18 00:00:00+05:30,861.7999877929688,869.8499755859375,852.5999755859375,864.8499755859375,814.39794921875,503192,INDUSINDBK.NS
2015-02-19 00:00:00+05:30,868.0,870.5,842.4500122070312,857.5,807.4766845703125,621565,INDUSINDBK.NS
2015-02-20 00:00:00+05:30,857.0999755859375,881.4000244140625,850.6500244140625,876.7999877929688,825.65087890625,1207981,INDUSINDBK.NS
2015-02-23 00:00:00+05:30,876.0,878.5,857.9000244140625,867.5499877929688,816.9403686523438,596633,INDUSINDBK.NS
2015-02-24 00:00:00+05:30,865.5,867.0,854.7000122070312,864.1500244140625,813.7388305664062,505014,INDUSINDBK.NS
2015-02-25 00:00:00+05:30,865.0,873.2000122070312,855.0,858.5499877929688,808.4654541015625,617078,INDUSINDBK.NS
2015-02-26 00:00:00+05:30,856.2000122070312,860.0,839.0499877929688,845.2999877929688,795.9883422851562,1152143,INDUSINDBK.NS
2015-02-27 00:00:00+05:30,844.9500122070312,867.7999877929688,837.5499877929688,864.5,814.068359375,1063550,INDUSINDBK.NS
2015-03-02 00:00:00+05:30,925.0,949.9000244140625,914.0,944.5,889.4015502929688,1263167,INDUSINDBK.NS
2015-03-03 00:00:00+05:30,945.0,945.0,926.0,938.5999755859375,883.8456420898438,617171,INDUSINDBK.NS
2015-03-04 00:00:00+05:30,959.9000244140625,962.5499877929688,903.0999755859375,908.2000122070312,855.2191162109375,996972,INDUSINDBK.NS
2015-03-05 00:00:00+05:30,909.7999877929688,917.8499755859375,893.1500244140625,913.2000122070312,859.9273681640625,739059,INDUSINDBK.NS
2015-03-09 00:00:00+05:30,908.0,910.0,890.5,895.2000122070312,842.9774780273438,1121892,INDUSINDBK.NS
2015-03-10 00:00:00+05:30,898.0,913.5499877929688,888.5499877929688,896.75,844.4370727539062,949910,INDUSINDBK.NS
2015-03-11 00:00:00+05:30,898.0999755859375,905.0,885.0999755859375,890.2000122070312,838.2691650390625,661190,INDUSINDBK.NS
2015-03-12 00:00:00+05:30,893.0,902.5,888.7999877929688,891.7999877929688,839.7758178710938,678466,INDUSINDBK.NS
2015-03-13 00:00:00+05:30,895.0,897.2999877929688,865.25,875.2000122070312,824.1441650390625,789147,INDUSINDBK.NS
2015-03-16 00:00:00+05:30,875.25,888.7999877929688,866.25,877.25,826.0745239257812,637728,INDUSINDBK.NS
2015-03-17 00:00:00+05:30,882.0999755859375,908.7999877929688,880.7999877929688,903.1500244140625,850.4637451171875,578263,INDUSINDBK.NS
2015-03-18 00:00:00+05:30,907.4000244140625,920.9000244140625,896.0,903.2000122070312,850.5108032226562,1120286,INDUSINDBK.NS
2015-03-19 00:00:00+05:30,919.0,919.0,875.0,881.1500244140625,829.7471313476562,1142631,INDUSINDBK.NS
2015-03-20 00:00:00+05:30,888.0,894.9000244140625,874.25,886.3499755859375,834.6436157226562,751604,INDUSINDBK.NS
2015-03-23 00:00:00+05:30,888.0,894.0,881.5499877929688,888.3499755859375,836.5270385742188,955973,INDUSINDBK.NS
2015-03-24 00:00:00+05:30,885.0,896.4500122070312,878.5999755859375,884.8499755859375,833.2311401367188,704010,INDUSINDBK.NS
2015-03-25 00:00:00+05:30,887.5,889.8499755859375,864.25,871.0499877929688,820.2362060546875,715430,INDUSINDBK.NS
2015-03-26 00:00:00+05:30,864.5,878.9000244140625,853.0499877929688,860.3499755859375,810.160400390625,2107203,INDUSINDBK.NS
2015-03-27 00:00:00+05:30,861.0,887.5,850.9000244140625,880.75,829.370361328125,1088061,INDUSINDBK.NS
2015-03-30 00:00:00+05:30,886.0499877929688,890.0,876.0999755859375,887.9500122070312,836.1504516601562,411951,INDUSINDBK.NS
2015-03-31 00:00:00+05:30,891.0,894.0999755859375,877.5,886.0,834.3141479492188,583298,INDUSINDBK.NS
2015-04-01 00:00:00+05:30,884.0999755859375,928.6500244140625,880.5,925.25,871.2745361328125,954252,INDUSINDBK.NS
2015-04-06 00:00:00+05:30,926.0,927.0,911.3499755859375,914.9500122070312,861.5752563476562,573759,INDUSINDBK.NS
2015-04-07 00:00:00+05:30,915.0499877929688,920.5,900.2000122070312,906.9500122070312,854.0419311523438,738125,INDUSINDBK.NS
2015-04-08 00:00:00+05:30,915.1500244140625,915.1500244140625,900.0499877929688,901.9500122070312,849.3336791992188,456811,INDUSINDBK.NS
2015-04-09 00:00:00+05:30,908.0,947.8499755859375,901.0,943.9000244140625,888.8364868164062,1086130,INDUSINDBK.NS
2015-04-10 00:00:00+05:30,948.4000244140625,951.4500122070312,935.5999755859375,945.25,890.107666015625,761095,INDUSINDBK.NS
2015-04-13 00:00:00+05:30,948.0,954.9000244140625,940.5,949.75,894.3453369140625,847695,INDUSINDBK.NS
2015-04-15 00:00:00+05:30,953.8499755859375,967.0,938.25,946.5499877929688,891.3319702148438,862700,INDUSINDBK.NS
2015-04-16 00:00:00+05:30,955.0,959.0,927.9500122070312,934.4500122070312,879.937744140625,3431738,INDUSINDBK.NS
2015-04-17 00:00:00+05:30,936.0,936.0,873.1500244140625,876.0,824.8974609375,2706290,INDUSINDBK.NS
2015-04-20 00:00:00+05:30,874.7000122070312,881.25,830.0,843.75,794.52880859375,1937207,INDUSINDBK.NS
2015-04-21 00:00:00+05:30,849.0,860.0,833.2999877929688,837.7999877929688,788.926025390625,1671993,INDUSINDBK.NS
2015-04-22 00:00:00+05:30,840.0,852.0,820.0,846.25,796.883056640625,1350387,INDUSINDBK.NS
2015-04-23 00:00:00+05:30,854.7999877929688,869.9000244140625,850.1500244140625,858.75,808.6537475585938,1373721,INDUSINDBK.NS
2015-04-24 00:00:00+05:30,863.4000244140625,863.4000244140625,824.2000122070312,830.5499877929688,782.0989379882812,1042505,INDUSINDBK.NS
2015-04-27 00:00:00+05:30,834.0,834.0,810.5499877929688,823.0499877929688,775.0363159179688,1087851,INDUSINDBK.NS
2015-04-28 00:00:00+05:30,818.1500244140625,835.2999877929688,806.0999755859375,827.7000122070312,779.4151000976562,1528666,INDUSINDBK.NS
