Portfolio_Return,Portfolio_Equity
-0.002182648328173279,0.9978173516718267
0.008332244381459873,1.0061314096940175
0.0041583556298416995,1.010315261905879
-9.585667941225959e-05,1.0102184164397132
0.011137890497265114,1.0214701185403394
0.014947098741304855,1.0367381332634544
0.0005778667541051491,1.0373372297633805
0.00605357589707675,1.0436168294146164
-0.006445996648970231,1.0368896788294009
-0.005959905059638024,1.030709914786259
-0.010585652492790344,1.0197991778074582
-0.021232806291346155,0.9981459794089984
-0.0046450158876013385,0.9935095754764982
0.01023324158845462,1.0036763989827922
-0.005060030763380907,0.9985977655274598
-0.011855325700150628,0.9867590637736892
-0.009752176378714797,0.9771360153404727
0.004246396755757935,0.9812853225459488
-0.004280413353188283,0.9770850157480354
-0.0035800202340330513,0.973587031621287
0.014140275676389629,0.9873538206433697
-0.0024061970558159735,0.9849780527870889
-0.026965640157940746,0.9584174890521631
-0.0026580994975393575,0.9558699200060806
0.020004270476435555,0.9749914004261712
0.010330452704146701,0.9850635029752236
-0.025771739433597094,0.9596767030509997
0.015269143902061308,0.9743301447293412
-0.00267846684706354,0.9717204337385891
0.004769459709022486,0.9763550151957391
0.013215072885433726,0.9892576178836094
-0.00048792551597407716,0.9887749338499723
0.009899509117659373,0.9985633203229333
-0.0005975305877695869,0.9979666481952155
0.0021718354027848745,1.0001340674925645
-0.012026154719393826,0.9881063004567623
-0.002435357752676878,0.985699908117476
0.005524317425686285,0.9911452272963867
-0.0006521518532933074,0.9904988500995225
0.009998782499709738,1.00040263266788
0.00815211649889488,1.0085580314751899
-0.026224282245503893,0.9821093209968147
-0.011052969211713806,0.9712540969092998
0.0024588170681649852,0.9736422330603055
-0.0019817125082774176,0.9717127540684628
-0.00667819919304713,0.9652234627383692
9.58980924970496e-07,0.9652243883692583
0.01373634828739317,0.9784830467433844
-0.017406903726328388,0.9614506865508778
-0.00046446126015714994,0.9610041299534234
0.003786075148322376,0.9646425638072752
0.006493797427024053,0.9709067572061247
0.00730826271490381,0.9780023988594623
0.010199635508413083,0.9879776668541824
0.005955928782190138,0.9938619914763603
0.018779281830556997,1.0125260059149734
0.0013877360738424934,1.0139311247790854
-0.001497070906316305,1.0124131979911701
0.0033038085584103857,1.0157580173793408
-0.0008406633019193734,1.0149041068904996
-0.003096803559873343,1.0117611482393511
0.0020880784592206985,1.0138737848988661
0.011271236391192936,1.0253013959992947
-0.0006861582082541952,1.0245978770304953
0.005024769166997242,1.029746244851569
0.004675814911427691,1.0345611476982326
-0.0024356693019748662,1.032041298869768
-0.01212033508297373,1.019532612507999
-0.004356201525386011,1.015091322986211
0.002812941903231866,1.0179467159042461
0.008376965861627996,1.0264740207923322
-0.0011143295552515464,1.0253301904532655
0.007156160749473572,1.0326676181174375
0.010852824008645167,1.0438749780362928
0.0009357606907239087,1.0448517952067695
-0.002061313267806666,1.0426980283384182
-0.006446803576756096,1.0359759589598496
0.011060198257039022,1.0474340584554718
-0.007890693461203954,1.039169077379375
-0.009413213702128156,1.0293871567813595
-0.018316668102396093,1.010532213881726
0.0025328332418708185,1.013091723465027
-0.000553670700811919,1.0125308042605092
0.00483390354271466,1.0174252805023318
0.015206938290171066,1.0328972039577908
0.004360557697250919,1.0374012118109779
-0.002046049037086218,1.03527863806048
0.0039750019012052395,1.0393938726150476
0.003916908963213265,1.0434650837910022
-0.0042411883084860075,1.0390395518773146
-0.0029306306406270567,1.0359945107297595
-0.00723276117494214,1.0285014098551002
-0.01449318990590004,1.0135951436035842
0.0013793097265759461,1.0149932052439667
0.018515972658334982,1.0337867916806598
-0.0038839761620915727,1.0297715884250869
0.004024164509757721,1.0339155587043838
0.0008079274977115193,1.0347508875145728
-0.015042810185299339,1.019185326324621
-0.005414722036661291,1.0136667210787293
-0.05760660627034911,0.9552728213881913
0.011542377864558449,0.9662989412563966
-0.01050778958411001,0.9561452753063261
0.013577394892818069,0.9691272372840625
0.0027444718216630363,0.9717869796783947
-0.005795194685113354,0.9661552849387001
-0.022364950827434196,0.9445472694993804
-0.006403732573482728,0.9384986413824931
0.010792500750504147,0.9486273886739607
-0.020330164579831285,0.9293416377372835
-0.014781139104992682,0.915604909713827
0.01440749801050181,0.9287964856289347
0.013460293446076134,0.9412983588771844
-0.004306879517775038,0.937244300255221
0.0012097644481935546,0.9383781450889419
0.007273584318101234,0.9452035176495098
-0.005251128616668148,0.9402401324094052
0.008618107556116899,0.948343222999087
0.008475868430686833,0.9563812553843609
-0.0006174524596461379,0.9557907354258643
-0.019592985659235968,0.9370639412534348
0.007242391794506535,0.9438505254524967
0.0016925864102456496,0.9454480740251808
-0.005521145369242095,0.9402281177694178
0.005020799839129296,0.9449488149518595
0.012469808786755377,0.9567321459875803
0.00422982281785526,0.9607789534492541
0.02066252020195082,0.9806310679845085
0.004316336617004358,0.9848638017710221
-0.0025249537951167094,0.9823770661770672
-0.009766624766804562,0.9727825579922015
0.005927015828994319,0.9785482556115909
-0.006125789589772104,0.9725538748942758
-0.0010962682210054991,0.9714876949880135
-0.007379662765354728,0.9643184434183101
0.0038805512649728053,0.9680605305737537
0.00905319936025421,0.9768245755498315
0.007419592432233022,0.9840722157782004
7.427961123158489e-05,0.9841453122798122
-0.001686591195963628,0.9824854614605721
0.009510898256628266,0.9918297807231402
-0.002584139727935703,0.9892667539834238
-0.001033188376990153,0.9882446550714653
-0.009342618300277696,0.979011862471843
-0.012319076770963774,0.9669513401783681
-0.007271870107652097,0.959919795632171
0.0005586666666116684,0.9604560708246115
0.0011605560533608848,0.9615707339315943
-0.004628596972934518,0.9571200105432561
-0.008196775390238734,0.94927471279533
0.0063036788453173734,0.9552586357207727
-0.0023906523940163335,0.9529749443763821
-0.011741365747787332,0.9417857170059818
-0.006003071580649262,0.9361321099331618
0.004045387298320253,0.939919126880235
0.0031826050103144388,0.9429105182027345
-0.016616033632487464,0.9272430853198518
0.012846024175927662,0.9391544724108323
0.0013961696937685216,0.9404656914229794
-0.0029972558025896223,0.9376468751722254
-0.001262239163840689,0.9364633405645302
0.003927662582029539,0.9401414525867078
0.011079582794536755,0.9505578276492183
0.002447443296607062,0.9528842640325357
0.001442086840746816,0.9542584058904516
-0.004583226599532486,0.9498848233817471
-0.00754072824687364,0.9427220000627957
-0.009984972685729569,0.9333089466419323
-0.004683058575478898,0.9289382061757896
-0.006642702010482441,0.9227675464860117
-0.006167994854017712,0.9170759210078313
0.007316811168174293,0.9237859923487252
-0.008873194398948169,0.9155890596555897
0.00156458105348922,0.9170215729511089
0.0072215910556167355,0.9236439277401403
0.00570358713873716,0.9289120113671716
0.01095942701392743,0.9390923547581107
-0.011527057191394362,0.9282673834768128
0.011473831913513583,0.9389181674056227
-0.00716695696308694,0.9321889813079662
0.009890619900599796,0.9414089081976106
-0.001375969274146605,0.9401135584655228
0.007247625243377418,0.946927149223499
-0.0011361722720558962,0.9458512768528943
-0.00714749470444732,0.9390908098603935
0.0028170474942215643,0.9417362732731572
0.002219530728399857,0.9438264858697358
-0.019046809179035912,0.925849602895255
-0.004475898358130226,0.9217055941777805
-0.004317852870408888,0.9177258050322881
-0.020554565048984296,0.8988623502756203
0.0014152741231290894,0.9001344869002204
-0.003789591727738121,0.8967233446948115
-0.008143745820598243,0.8894206577042202
0.006380387566993563,0.8950955062104635
-0.007698391713769012,0.8882047103824211
-0.01955384057674886,0.8708368970760859
-0.00994125000991427,0.8621796897643945
0.014255686040917443,0.8744706527325314
-0.01798331371783697,0.8587447726474006
-0.00039785847032905203,0.8584031137657521
0.01714650581955634,0.8731217277514618
0.0017633068587257468,0.8746613092825084
-0.002068106287081874,0.872852416729714
-0.00034105808497696707,0.8725547233559967
0.013866822533979077,0.8846542848559595
-0.005956700172606458,0.879384664524661
-0.009137905965647071,0.8713489301526025
-0.008611679728759442,0.8638451522341312
0.005068018982404673,0.868223135863512
0.010375464937057237,0.8772313545672058
-0.011467913303615502,0.8671713414458159
-0.016037374432815707,0.8532641899456422
-0.0085785386091824,0.8459444301483607
-0.03340752776770835,0.8176835181082411
-0.0012983265381245007,0.8166218978968942
0.029030371154914806,0.840328734686072
-0.018753948568056466,0.8245692528155095
0.006975924802585888,0.8303213859176749
0.013609417941096307,0.8416215766840589
0.002734745676938922,0.8439231976525141
0.004643548583498627,0.8478419960215551
-0.021618425436134243,0.8295129870489398
-0.012402938531623584,0.8192245884593884
-0.010272717682256623,0.8108089255437823
0.013051037404013975,0.8213908231585626
-0.0044140302054016915,0.8177651792547009
0.034848038706270464,0.8462626918740089
0.028285718664113568,0.8701998402922927
0.01254392476538259,0.8811155616197672
-3.580928738303917e-06,0.8811124064077308
-0.005321307469522715,0.8764237363780242
0.008837868277133901,0.8841694539150867
-0.01243254580368702,0.8731769766810664
0.005226923032723753,0.8777410055321248
0.00499013641963747,0.8821210528908398
-0.005480349899818705,0.8772867208670014
0.007187994290483848,0.8835926528077107
0.004179227237061672,0.8872853872887924
0.013775459548635259,0.8995081512494842
