Start,End,Max Drawdown,Volatility,Crisis
2020-02-01,2020-05-01,-0.03562620560559604,0.10978465698819939,COVID-19
2022-01-01,2022-10-01,-0.13752704250716208,0.11849068879284805,Rate Hikes
